category_slug,subcategory,fee_eur,eur_per_point,max_entries_marginal_rule,optimal_n_net_profit,expected_net_profit_eur_at_optimal_n,implied_breakeven_eur_per_point_first_entry,max_entries_relative_marginal_floor,marginal_relative_floor,structural_ceiling_metal_rows,festival_years_sampled
direct,"E02 - Retention",1140,1,0,0,0,4453.125,10,0.15,2,2
direct,"E03 - Launch / Re-launch",1140,1,0,0,0,2462.203,15,0.15,4,2
direct,"F02 - Art Direction / Design",1140,1,0,0,0,3444.1088,20,0.15,4,2
direct,"F03 - Experience Design",1140,1,0,0,0,5700,5,0.15,5,2
direct,"G01 - Integrated Campaign led by Direct",1140,1,0,0,0,3257.1429,9,0.15,2,2
direct,"G02 - Low Budget Campaign",1140,1,0,0,0,14074.0741,7,0.15,2,1
entertainment,"A04 - TV & Broadcast: Fiction 15 minutes or under in Length",1545,1,0,0,0,3635.2941,20,0.15,1,1
entertainment,"A05 - TV & Broadcast: Fiction 15 minutes or over in Length",1545,1,0,0,0,2288.8889,14,0.15,1,1
entertainment,"A09 - Online: Fiction Series",1545,1,0,0,0,1993.5484,20,0.15,1,1
entertainment,"A10 - Online: Fiction 15 minutes or under in Length",1545,1,0,0,0,8828.5714,14,0.15,2,1
entertainment,"A11 - Online: Fiction 15 minutes or over in Length",1545,1,0,0,0,1211.7647,14,0.15,1,1
entertainment,"A12 - Online: Non-Fiction Series",1545,1,0,0,0,3053.3597,11,0.15,2,1
entertainment,"A13 - Online: Non-Fiction 15 minutes or under in Length",1545,1,0,0,0,14575.4717,5,0.15,3,1
entertainment,"A15 - Live Broadcast/Live Streaming",1545,1,0,0,0,5049.0196,6,0.15,5,1
entertainment,"A16 - User Generated Content in Visual Storytelling",1545,1,0,0,0,9478.5276,8,0.15,1,1
entertainment,"A17 - Use of Brand/Product Integration into Existing Content",1545,1,0,0,0,4667.6737,11,0.15,3,1
entertainment,"A18 - Excellence in Partnerships between a Content Producer and a Brand/Product/Talent",1545,1,0,0,0,7253.5211,9,0.15,3,1
entertainment,"A19 - Excellence in Production & Distribution Strategy",1545,1,0,0,0,4120,14,0.15,1,1
entertainment,"A20 - Innovation in Visual Storytelling and Branded Entertainment",1545,1,0,0,0,2131.0345,15,0.15,2,1
entertainment,"A21 - Audio Content in Branded Entertainment",1545,1,0,0,0,1765.7143,11,0.15,1,1
entertainment,"B01 - Talent: Visual Storytelling",1545,1,0,0,0,14575.4717,12,0.15,2,1
entertainment,"B06 - Talent: Sports",1545,1,0,0,0,9903.8462,4,0.15,1,1
entertainment,"B08 - Use of Artist/Talent Integration into Existing Content",1545,1,0,0,0,4491.2791,9,0.15,1,1
entertainment,"C01 - Live Brand Experience",1545,1,0,0,0,4120,7,0.15,4,2
entertainment,"C02 - Digital Brand Experience",1545,1,0,0,0,2809.0909,20,0.15,2,1
entertainment,"C03 - Social Brand Experience",1545,1,0,0,0,11195.6522,3,0.15,2,1
entertainment,"C04 - Mobile/Device Brand Experience",1545,1,0,0,0,17556.8182,7,0.15,1,1
entertainment,"C05 - New Technology Brand Experience",1545,1,0,0,0,17556.8182,4,0.15,1,1
entertainment,"C06 - Cross Channel Brand Experience",1545,1,0,0,0,2113.5431,7,0.15,4,1
entertainment,"C07 - Use of Brand/Product Integration into an Existing Brand Experience",1545,1,0,0,0,7253.5211,17,0.15,2,1
entertainment,"C08 - Use of User Generated Content in a Brand Experience",1545,1,0,0,0,2686.9565,3,0.15,2,1
entertainment,"C10 - Excellence in Production & Distribution Strategy in a Brand Experience",1545,1,0,0,0,2627.551,20,0.15,1,1
entertainment,"C11 - Innovation in Brand Experience",1545,1,0,0,0,4339.8876,9,0.15,5,2
entertainment,"D02 - Live Experience Games",1545,1,0,0,0,922.3881,14,0.15,1,1
entertainment,"D07 - Use of Brand/Product Integration into an Existing Game or Gaming Platform",1545,1,0,0,0,6035.1563,20,0.15,1,1
entertainment,"D11 - Innovation in Branded Games",1545,1,0,0,0,5618.1818,20,0.15,2,1
entertainment,"E01 - Visual Storytelling in Sports Entertainment",1545,1,0,0,0,3433.3333,6,0.15,1,1
entertainment,"E04 - Social in Sports Entertainment",1545,1,0,0,0,5150,2,0.15,2,1
entertainment,"E08 - Use of User Generated Content in Sports Entertainment",1545,1,0,0,0,2093.4959,14,0.15,1,1
entertainment-lions-for-music,"A01 - Use of an Artist as a Spokesperson/Ambassador in Partnership with a Brand",1545,1,0,0,0,5150,20,0.15,1,1
entertainment-lions-for-music,"A03 - Artist Associated Stunt or Activation in Partnership with a Brand",1545,1,0,0,0,6180,20,0.15,1,1
entertainment-lions-for-music,"A05 - Use of an Artist as a Spokesperson/Ambassador in Partnership with a Cause",1545,1,0,0,0,1471.4286,20,0.15,1,1
entertainment-lions-for-music,"A10 - Music Video - Brand and/or Product Integration",1545,1,0,0,0,5618.1818,20,0.15,1,1
entertainment-lions-for-music,"A12 - Best Music/Brand Partnership",1545,1,0,0,0,1396.9259,20,0.15,4,1
entertainment-lions-for-music,"B01 - Use of Social/Digital Platform",1545,1,0,0,0,7054.7945,20,0.15,1,1
entertainment-lions-for-music,"B02 - Fan Engagement/Community Building",1545,1,0,0,0,2166.9004,20,0.15,2,1
entertainment-lions-for-music,"B03 - Use of User Generated Content",1545,1,0,0,0,2188.3853,20,0.15,2,1
entertainment-lions-for-music,"C01 - Use of Licenced Music for a Brand or Campaign",1545,1,0,0,0,3165.9836,16,0.15,2,1
entertainment-lions-for-music,"C02 - Use of Original Composition for a Brand or Campaign",1545,1,0,0,0,1817.6471,8,0.15,1,1
entertainment-lions-for-music,"C03 - Use of Remastered Music for a Brand or Campaign",1545,1,0,0,0,6180,7,0.15,1,1
entertainment-lions-for-music,"D02 - Use of Music Technology and/or Innovation",1545,1,0,0,0,9478.5276,13,0.15,1,1
entertainment-lions-for-music,"D04 - Use of Music App/Device",1545,1,0,0,0,3165.9836,20,0.15,2,1
entertainment-lions-for-music,"E01 - Excellence in Music Video",1545,1,0,0,0,1366.0477,10,0.15,8,2
entertainment-lions-for-music,"E02 - Excellence in Interactive Music Video",1545,1,0,0,0,2355.1829,15,0.15,2,2
entertainment-lions-for-music,"E05 - Excellence in Music Content Production and Distribution Strategy",1545,1,0,0,0,2575,8,0.15,1,1
entertainment-lions-for-music,"F01 - Music Live Experience",1545,1,0,0,0,2871.7472,10,0.15,1,1
entertainment-lions-for-music,"F02 - Music Festival/Live Event Activation",1545,1,0,0,0,3127.5304,10,0.15,1,1
film,"A01 - Savoury Foods",1545,1,0,0,0,2942.8571,6,0.15,3,2
film,"A05 - Cosmetics & Toiletries",1545,1,0,0,0,2207.1429,5,0.15,3,2
film,"A06 - Healthcare & Pharmacy",1545,1,0,0,0,5874.5247,5,0.15,3,2
film,"A09 - Household Goods, Home Appliances & Furnishings",1545,1,0,0,0,5150,4,0.15,2,2
film,"A11 - Cars & Automotive Products & Services",1545,1,0,0,0,7963.9175,11,0.15,6,2
film,"A12 - Retail & e-Commerce",1545,1,0,0,0,3011.6959,9,0.15,7,2
film,"A16 - Media & Publications",1545,1,0,0,0,3388.1579,2,0.15,5,2
film,"A17 - Financial Products & Services",1545,1,0,0,0,3090,8,0.15,11,1
film,"A20 - Corporate Image & Sponsorship",1545,1,0,0,0,5364.5833,13,0.15,2,1
film,"A22 - Public Sector & Awareness Messages",1545,1,0,0,0,11793.8931,10,0.15,1,1
film,"A23 - Charities & Appeals",1545,1,0,0,0,7054.7945,11,0.15,2,1
film,"B01 - Food & Drinks",1545,1,0,0,0,14575.4717,11,0.15,2,1
film,"B02 - Fast Moving Consumer Goods",1545,1,0,0,0,3740.9201,8,0.15,4,2
film,"B03 - Durable Consumer Goods",1545,1,0,0,0,3687.3508,2,0.15,3,2
film,"B04 - Cars & Automotive Products & Services",1545,1,0,0,0,8535.9116,11,0.15,1,2
film,"B05 - Retail, e-Commerce, Restaurants & Fast Food Chains",1545,1,0,0,0,8218.0851,7,0.15,1,1
film,"B08 - Financial Products & Services",1545,1,0,0,0,1765.7143,12,0.15,6,2
film,"B09 - Business Products & Services",1545,1,0,0,0,5255.102,17,0.15,1,1
film,"B12 - Public Health & Safety",1545,1,0,0,0,2575,14,0.15,1,1
film,"B13 - Public Sector & Awareness Messages",1545,1,0,0,0,4571.0059,5,0.15,4,1
film,"B14 - Charities & Appeals",1545,1,0,0,0,2330.3167,9,0.15,3,1
film,"E03 - Non-Fiction Series",1545,1,0,0,0,3090,10,0.15,2,2
film,"E04 - Short Fiction Film (under 10 minutes)",1545,1,0,0,0,8218.0851,8,0.15,3,2
film,"E06 - Fiction Film Series",1545,1,0,0,0,9903.8462,11,0.15,1,1
film,"E07 - Music Video",1545,1,0,0,0,2976.8786,13,0.15,3,2
film,"F01 - Use of TV/Cinema Film",1545,1,0,0,0,2399.0683,9,0.15,2,2
film,"F02 - Use of Online Film",1545,1,0,0,0,2421.6301,12,0.15,2,2
film-craft,"A04 - Production Design / Art Direction",1545,1,0,0,0,4936.1022,9,0.15,12,8
film-craft,"A08 - Use of Licensed / Adapted Music",1545,1,0,0,0,5618.1818,11,0.15,7,4
glass-the-lion-for-change,"A01 - Glass Lions",1140,1,0,0,0,1200,13,0.15,11,2
health-wellness,"A04 - Nutraceuticals",1315,1,0,0,0,4046.1538,8,0.15,3,6
health-wellness,"B02 - Clinics, Hospitals, Retail & Facilities",1315,1,0,0,0,3693.8202,6,0.15,5,1
health-wellness,"B05 - Other",1315,1,0,0,0,5525.2101,17,0.15,1,1
industry-craft,"A01 - Integrated Campaign",1140,1,0,0,0,2400,4,0.15,13,1
innovation,"A01 - Innovative Technology",1140,1,0,0,0,1085.7143,9,0.15,5,3
innovation,"A02 - Creative Innovation",1140,1,0,0,0,5066.6667,3,0.15,4,1
media,"A01 - Food & Drinks",1315,1,0,0,0,4122.2571,16,0.15,6,2
media,"A02 - Fast Moving Consumer Goods",1315,1,0,0,0,1828.9291,20,0.15,2,2
media,"A03 - Durable Consumer Goods",1315,1,0,0,0,2145.1876,17,0.15,1,1
media,"A04 - Cars & Automotive Products & Services",1315,1,0,0,0,6173.7089,8,0.15,1,2
media,"A04 - Virtual Reality Experience",1315,1,0,0,0,4383.3333,6,0.15,1,1
media,"A05 - Networked / Connected Mobile Technology",1315,1,0,0,0,2504.7619,20,0.15,2,1
media,"A05 - Retail, e-Commerce, Restaurants & Fast Food Chains",1315,1,0,0,0,3184.0194,11,0.15,4,2
media,"A06 - Connected Devices",1315,1,0,0,0,2922.2222,6,0.15,2,1
media,"A06 - Travel, Transport & Leisure",1315,1,0,0,0,2694.6721,20,0.15,4,1
media,"A07 - Media & Publications",1315,1,0,0,0,2390.9091,5,0.15,2,2
media,"A07 - Wearable Technology",1315,1,0,0,0,1813.7931,20,0.15,3,1
media,"A08 - Data / Insight",1315,1,0,0,0,13989.3617,5,0.15,1,1
media,"A08 - Financial Products & Services",1315,1,0,0,0,2476.4595,10,0.15,3,2
media,"A09 - Innovative Technology",1315,1,0,0,0,5525.2101,15,0.15,1,1
media,"A10 - Commercial Public Services",1315,1,0,0,0,3822.6744,12,0.15,1,2
media,"A11 - Corporate Image",1315,1,0,0,0,3184.0194,6,0.15,1,1
media,"A12 - Public Health & Safety",1315,1,0,0,0,1340.4689,4,0.15,5,1
media,"A13 - Public Sector & Awareness Messages",1315,1,0,0,0,1480.8559,18,0.15,4,1
media,"A14 - Charities & Appeals",1315,1,0,0,0,5136.7188,10,0.15,2,1
media,"B01 - Use of Screens",1315,1,0,0,0,3238.9163,2,0.15,4,1
media,"B01 - Websites as Part of a Campaign",1315,1,0,0,0,1101.34,9,0.15,2,1
media,"B02 - Use of Audio Platforms",1315,1,0,0,0,3822.6744,4,0.15,4,9
media,"B03 - Use of Print",1315,1,0,0,0,5136.7188,10,0.15,3,3
media,"B04 - Use of Outdoor",1315,1,0,0,0,3822.6744,4,0.15,3,4
media,"B05 - Use of Ambient Media: Small Scale",1315,1,0,0,0,6173.7089,5,0.15,6,2
media,"B06 - Use of Ambient Media: Large Scale",1315,1,0,0,0,3002.2831,2,0.15,6,2
media,"B07 - Use of Events",1315,1,0,0,0,1523.7543,14,0.15,3,1
media,"B08 - Use of Stunts",1315,1,0,0,0,3389.1753,19,0.15,10,1
media,"C01 - Use of Digital Platforms",1315,1,0,0,0,5000,4,0.15,3,1
media,"C01 - Utilities",1315,1,0,0,0,1656.1713,2,0.15,4,2
media,"C02 - Apps as Part of a Campaign",1315,1,0,0,0,1062.1971,17,0.15,4,2
media,"C02 - Use of Mobile",1315,1,0,0,0,4297.3856,5,0.15,4,1
media,"C03 - Use of Social Platforms",1315,1,0,0,0,6778.3505,8,0.15,5,1
media,"C04 - Use of New Technology",1315,1,0,0,0,6383.4951,6,0.15,2,1
media,"D01 - Corporate / Commercial",1315,1,0,0,0,2263.3391,20,0.15,3,2
media,"D01 - Use of Data",1315,1,0,0,0,3563.6856,7,0.15,3,1
media,"D02 - Accessibility, Charity & Non-profit",1315,1,0,0,0,1421.6216,11,0.15,1,1
media,"E01 - App Games",1315,1,0,0,0,2444.2379,20,0.15,2,2
media,"E01 - Use of Brand or Product Integration into a Programme or Platform",1315,1,0,0,0,3506.6667,13,0.15,3,1
media,"E02 - Use of Co-Creation & User Generated Content",1315,1,0,0,0,5844.4444,5,0.15,1,1
media,"E03 - Use of Branded Content created for Digital or Social Media",1315,1,0,0,0,13150,10,0.15,2,1
media,"E04 - Connected Experience Games",1315,1,0,0,0,1739.418,11,0.15,1,2
media,"F01 - Content for User Engagement",1315,1,0,0,0,3389.1753,7,0.15,4,2
media,"F01 - Use of Integrated Media",1315,1,0,0,0,2041.9255,6,0.15,5,1
media,"F02 - Response / Real-time Activity",1315,1,0,0,0,2694.6721,13,0.15,3,1
media,"F03 - Co-Creation & User Generated Content",1315,1,0,0,0,2883.7719,18,0.15,3,2
media,"F04 - Targeted Communication",1315,1,0,0,0,4565.9722,20,0.15,4,2
media,"F05 - Social Gaming & Competitions",1315,1,0,0,0,2840.1728,11,0.15,1,1
media,"F06 - Social Trends",1315,1,0,0,0,1643.75,9,0.15,4,1
media,"F07 - Influencer / Talent",1315,1,0,0,0,4679.7153,20,0.15,1,1
media,"F09 - Social Purpose",1315,1,0,0,0,1057.074,16,0.15,6,1
media,"G01 - Integrated Campaign",1315,1,0,0,0,3002.2831,15,0.15,4,2
media,"G02 - Cross-device Campaign",1315,1,0,0,0,883.7366,11,0.15,1,2
media,"G03 - Messaging Campaign",1315,1,0,0,0,1710.013,11,0.15,3,2
outdoor,"A02 - Drinks",1140,1,0,0,0,3642.1725,14,0.15,8,2
outdoor,"A03 - Household Goods",1140,1,0,0,0,3573.6677,20,0.15,3,2
outdoor,"A04 - Cosmetics, Toiletries, Healthcare & Pharmacy",1140,1,0,0,0,5533.9806,6,0.15,3,2
outdoor,"A08 - Cars & Automotive Products & Services",1140,1,0,0,0,3313.9535,4,0.15,6,2
outdoor,"A09 - Retail, e-Commerce, Restaurants & Fast Food Chains",1140,1,0,0,0,2336.0656,4,0.15,15,2
outdoor,"A10 - Travel & Transport",1140,1,0,0,0,991.3043,9,0.15,5,2
outdoor,"A12 - Media & Publications",1140,1,0,0,0,889.9297,9,0.15,11,2
outdoor,"A17 - Charities, Public Health & Safety, Public Sector & Awareness Messages",1140,1,0,0,0,2118.9591,14,0.15,17,1
outdoor,"B01 - Food",1140,1,0,0,0,3040,20,0.15,7,2
outdoor,"B02 - Drinks",1140,1,0,0,0,1938.7755,14,0.15,3,2
outdoor,"B03 - Household Goods",1140,1,0,0,0,2682.3529,7,0.15,14,2
outdoor,"B07 - Home Appliances, Furnishings, Consumer Electronics & Technology",1140,1,0,0,0,2850,20,0.15,3,1
outdoor,"B08 - Cars & Automotive Products & Services",1140,1,0,0,0,4056.9395,14,0.15,9,2
outdoor,"B09 - Retail, e-Commerce, Restaurants & Fast Food Chains",1140,1,0,0,0,2682.3529,12,0.15,8,2
outdoor,"B10 - Travel & Transport",1140,1,0,0,0,1824,18,0.15,5,1
outdoor,"B12 - Media & Publications",1140,1,0,0,0,3313.9535,17,0.15,6,2
outdoor,"B13 - Financial Products & Services",1140,1,0,0,0,2336.0656,11,0.15,3,1
outdoor,"B14 - Business Products & Services",1140,1,0,0,0,1224.4898,4,0.15,5,1
outdoor,"B16 - Corporate Image & Sponsorship",1140,1,0,0,0,1982.6087,19,0.15,4,1
outdoor,"B17 - Charities, Public Health & Safety, Public Sector & Awareness Messages",1140,1,0,0,0,3140.4959,17,0.15,13,1
outdoor,"C01 - Static Digital Billboards / Posters",1140,1,0,0,0,1435.7683,12,0.15,9,2
outdoor,"C03 - Interactive & Dynamic Billboards / Posters",1140,1,0,0,0,2118.9591,11,0.15,2,2
outdoor,"C04 - Ambient Use of Digital Technology",1140,1,0,0,0,1642.6513,6,0.15,3,2
outdoor,"C05 - Ambient Experiential & Immersive Digital",1140,1,0,0,0,2430.7036,20,0.15,4,2
outdoor,"E01 - Use of Adapted Billboards / Posters",1140,1,0,0,0,3642.1725,11,0.15,4,2
outdoor,"E02 - Use of Ambient Outdoor",1140,1,0,0,0,2807.8818,7,0.15,10,2
outdoor,"E03 - Use of Digital Outdoor",1140,1,0,0,0,3089.4309,17,0.15,3,2
outdoor,"F02 - Art Direction",1140,1,0,0,0,3202.2472,10,0.15,42,2
outdoor,"F03 - Illustration",1140,1,0,0,0,3573.6677,13,0.15,20,2
outdoor,"F04 - Photography",1140,1,0,0,0,2850,10,0.15,12,2
outdoor,"F05 - Digital Poster Craft",1140,1,0,0,0,800,14,0.15,1,1
outdoor,"G01 - Integrated Campaign led by Outdoor",1140,1,0,0,0,1962.1343,7,0.15,5,2
pharma,"A02 - Pharma, Vaccines & Biotech - Branded Communication",1315,1,0,0,0,1710.013,20,0.15,6,1
pharma,"A03 - Pharma, Vaccines & Biotech - Unbranded Communicatoin",1315,1,0,0,0,2169.967,20,0.15,5,1
pharma,"A05 - Veterinary",1315,1,0,0,0,2041.9255,8,0.15,1,1
pharma,"A06 - Education & Awareness",1315,1,0,0,0,1155.536,17,0.15,6,1
pharma,"A07 - Business to Business",1315,1,0,0,0,1536.215,20,0.15,3,1
pharma,"B02 - Pharma, Vaccines & Biotech - Branded Communication",1315,1,0,0,0,978.4226,14,0.15,7,1
pharma,"B03 - Pharma, Vaccines & Biotech - Unbranded Communicatoin",1315,1,0,0,0,1523.7543,10,0.15,5,1
pharma,"B04 - Devices & Diagnostics",1315,1,0,0,0,710.8108,17,0.15,4,1
pharma,"B05 - Veterinary",1315,1,0,0,0,2213.8047,13,0.15,2,1
pharma,"B06 - Education & Awareness",1315,1,0,0,0,2365.1079,15,0.15,7,1
pharma,"B07 - Corporate Image & Communication",1315,1,0,0,0,2311.0721,14,0.15,3,1
pharma,"C01 - Patient to HCP Communications",1315,1,0,0,0,1168.8889,10,0.15,2,2
pharma,"C02 - Branded Utilities",1315,1,0,0,0,1375.523,20,0.15,4,1
pharma,"C03 - HCP Devices & Diagnostics",1315,1,0,0,0,1062.1971,6,0.15,5,2
pr,"A01 - Food & Drinks",1315,1,0,0,0,2694.6721,20,0.15,4,2
pr,"A02 - Fast Moving Consumer Goods",1315,1,0,0,0,3337.5635,14,0.15,1,1
pr,"A03 - Durable Consumer Goods",1315,1,0,0,0,3822.6744,20,0.15,1,2
pr,"A04 - Healthcare & Wellbeing",1315,1,0,0,0,1683.7388,12,0.15,2,2
pr,"A05 - Luxury Goods & Services",1315,1,0,0,0,8429.4872,20,0.15,1,1
pr,"A07 - Retail, e-Commerce, Restaurants & Fast Food Chains",1315,1,0,0,0,2236.3946,4,0.15,4,2
pr,"A08 - Travel, Transport & Leisure",1315,1,0,0,0,2023.0769,3,0.15,2,2
pr,"A09 - Media & Publications",1315,1,0,0,0,3337.5635,16,0.15,3,2
pr,"A10 - Financial Products & Services",1315,1,0,0,0,1384.2105,13,0.15,2,2
pr,"A12 - Commercial Public Services",1315,1,0,0,0,2191.6667,17,0.15,2,1
pr,"A13 - Public Sector",1315,1,0,0,0,3238.9163,10,0.15,3,1
pr,"A14 - Charity & not for Profit",1315,1,0,0,0,3094.1176,5,0.15,4,1
pr,"B04 - Business Citizenship / Corporate Responsibility",1315,1,0,0,0,5136.7188,5,0.15,5,2
pr,"B05 - Business Citizenship / Environmental",1315,1,0,0,0,2041.9255,8,0.15,3,2
pr,"B06 - Internal Communications & Employee Engagement",1315,1,0,0,0,3506.6667,7,0.15,1,1
pr,"B07 - Media Relations",1315,1,0,0,0,5844.4444,5,0.15,2,2
pr,"B08 - Events & Stunts",1315,1,0,0,0,4472.7891,5,0.15,5,2
pr,"B09 - Live Shows / Concerts / Festivals",1315,1,0,0,0,1739.418,7,0.15,2,2
pr,"B10 - Celebrity Endorsement",1315,1,0,0,0,3002.2831,11,0.15,2,2
pr,"B11 - Sponsorship & Partnership",1315,1,0,0,0,3757.1429,12,0.15,4,2
pr,"B12 - Launch / Re-launch",1315,1,0,0,0,7781.0651,11,0.15,2,2
pr,"B13 - Brand Voice & Strategic Storytelling",1315,1,0,0,0,4122.2571,5,0.15,4,2
pr,"B14 - Content-led Engagement & Marketing",1315,1,0,0,0,2504.7619,11,0.15,5,2
pr,"C01 - Use of Web Platforms & Apps",1315,1,0,0,0,3890.5325,14,0.15,4,2
pr,"C02 - Social Community Building / Management",1315,1,0,0,0,3506.6667,17,0.15,7,2
pr,"C04 - Influencer Communication & Social Amplification",1315,1,0,0,0,14943.1818,10,0.15,1,1
pr,"C05 - Response / Real-time Activity",1315,1,0,0,0,2922.2222,4,0.15,5,1
pr,"C06 - Co-Creation & User Generated Content",1315,1,0,0,0,3890.5325,9,0.15,3,2
pr,"C07 - Innovative Use of Social Media",1315,1,0,0,0,3451.4436,12,0.15,4,2
pr,"C08 - Use of New Technology",1315,1,0,0,0,11050.4202,20,0.15,1,1
pr,"D01 - Research, Data Analytics & Insight Generation",1315,1,0,0,0,1223.2558,20,0.15,2,2
pr,"D02 - PR Excellence in Effectiveness",1315,1,0,0,0,6994.6809,8,0.15,1,1
pr,"E02 - Territory Marketing & Communication",1315,1,0,0,0,4888.4758,20,0.15,3,2
pr,"G01 - Integrated Campaign led by PR",1315,1,0,0,0,5525.2101,6,0.15,3,2
pr,"G02 - Costs / Creative Performance PR Campaign",1315,1,0,0,0,3287.5,9,0.15,1,1
print-publishing,"A01 - Savoury Foods",1140,1,0,0,0,1446.7005,7,0.15,7,2
print-publishing,"A06 - Toiletries",1140,1,0,0,0,2682.3529,20,0.15,3,1
print-publishing,"A07 - Healthcare & Pharmacy",1140,1,0,0,0,6514.2857,6,0.15,2,1
print-publishing,"A08 - Household Cleaning Products",1140,1,0,0,0,2024.8668,20,0.15,3,1
print-publishing,"A12 - Home Appliances & Furnishings",1140,1,0,0,0,2222.2222,8,0.15,4,1
print-publishing,"A13 - Consumer Electronics & Technology",1140,1,0,0,0,1719.457,15,0.15,6,1
print-publishing,"A14 - Cars",1140,1,0,0,0,3202.2472,17,0.15,7,1
print-publishing,"A15 - Other Vehicles, Automotive Products & Services",1140,1,0,0,0,2024.8668,11,0.15,7,1
print-publishing,"A16 - Retail & e-Commerce",1140,1,0,0,0,570,17,0.15,8,1
print-publishing,"A17 - Restaurants & Fast Food Chains",1140,1,0,0,0,1024.2588,7,0.15,4,1
print-publishing,"A18 - Travel & Transport",1140,1,0,0,0,1544.7154,20,0.15,8,1
print-publishing,"A20 - Media & Publications",1140,1,0,0,0,1425,17,0.15,10,1
print-publishing,"A21 - Financial Products & Services",1140,1,0,0,0,2336.0656,16,0.15,2,1
print-publishing,"A22 - Business Products & Services",1140,1,0,0,0,868.2407,20,0.15,7,1
print-publishing,"A24 - Corporate Image & Sponsorship",1140,1,0,0,0,1435.7683,14,0.15,7,1
print-publishing,"A25 - Public Health & Safety, Public Sector & Awareness Messages",1140,1,0,0,0,2280,15,0.15,21,1
print-publishing,"A26 - Charities & Appeals",1140,1,0,0,0,9120,6,0.15,4,1
print-publishing,"B01 - Use of Print & Publishing: Offline",1140,1,0,0,0,1598.878,20,0.15,3,1
print-publishing,"C01 - Original Print & Publishing: Special or Limited Edition",1140,1,0,0,0,2992.126,19,0.15,3,1
print-publishing,"C02 - Original Print & Publishing: Covers",1140,1,0,0,0,1507.9365,12,0.15,2,1
print-publishing,"D01 - Copywriting",1140,1,0,0,0,2024.8668,4,0.15,8,1
print-publishing,"D02 - Art Direction",1140,1,0,0,0,3725.4902,13,0.15,29,1
print-publishing,"D03 - Illustration",1140,1,0,0,0,2280,7,0.15,15,1
print-publishing,"D05 - Photography",1140,1,0,0,0,2682.3529,10,0.15,13,1
social-creator,"A01 - Food & Drinks",1315,1,0,0,0,3506.6667,4,0.15,5,3
social-creator,"A02 - Fast Moving Consumer Goods",1315,1,0,0,0,5260,15,0.15,1,2
social-creator,"A03 - Durable Consumer Goods",1315,1,0,0,0,5525.2101,3,0.15,1,2
social-creator,"A04 - Cars & Automotive Products & Services",1315,1,0,0,0,3094.1176,8,0.15,1,2
social-creator,"A05 - Retail, e-Commerce, Restaurants & Fast Food Chains",1315,1,0,0,0,1983.4087,17,0.15,2,2
social-creator,"A06 - Travel, Transport & Leisure",1315,1,0,0,0,3389.1753,15,0.15,2,2
social-creator,"A07 - Media & Publications",1315,1,0,0,0,3451.4436,18,0.15,3,2
social-creator,"A08 - Financial Products & Services",1315,1,0,0,0,1470.9172,5,0.15,4,2
social-creator,"A09 - Business Products & Services",1315,1,0,0,0,2023.0769,14,0.15,1,1
social-creator,"A10 - Commercial Public Services",1315,1,0,0,0,1862.6062,7,0.15,2,1
social-creator,"A11 - Corporate Image",1315,1,0,0,0,3622.5895,4,0.15,5,2
social-creator,"A12 - Public Health & Safety, Public Sector & Awareness Messages",1315,1,0,0,0,1547.0588,1,0.15,1,1
social-creator,"B01 - Website",1315,1,0,0,0,8766.6667,20,0.15,1,1
social-creator,"B02 - Microsite",1315,1,0,0,0,3890.5325,7,0.15,4,2
social-creator,"B03 - Web Service / Apps",1315,1,0,0,0,4046.1538,9,0.15,2,1
social-creator,"C02 - Innovative Online Ad Solution",1315,1,0,0,0,2444.2379,12,0.15,5,2
social-creator,"C03 - Native Advertising",1315,1,0,0,0,2768.4211,11,0.15,4,2
social-creator,"D01 - Social Video",1315,1,0,0,0,7265.1934,4,0.15,7,2
social-creator,"D02 - Interactive Video",1315,1,0,0,0,4888.4758,4,0.15,7,2
social-creator,"D03 - Webisodes / Series",1315,1,0,0,0,2598.8142,10,0.15,7,2
social-creator,"D04 - Other Video",1315,1,0,0,0,8766.6667,3,0.15,1,1
social-creator,"E01 - Web",1315,1,0,0,0,4888.4758,9,0.15,2,2
social-creator,"E03 - Live Digital",1315,1,0,0,0,2213.8047,20,0.15,2,2
social-creator,"F01 - Social Business",1315,1,0,0,0,7265.1934,8,0.15,2,1
social-creator,"F02 - Social Purpose",1315,1,0,0,0,4297.3856,8,0.15,10,2
social-creator,"F03 - Response / Real-time Activity",1315,1,0,0,0,9528.9855,12,0.15,4,1
social-creator,"F04 - Co-Creation & User Generated Content",1315,1,0,0,0,5692.6407,8,0.15,6,2
social-creator,"F05 - Influencer / Talent",1315,1,0,0,0,6383.4951,2,0.15,4,2
social-creator,"F06 - Innovative Use of Social or Community",1315,1,0,0,0,6004.5662,2,0.15,6,2
social-creator,"F07 - Content Placement",1315,1,0,0,0,3506.6667,5,0.15,2,2
social-creator,"F08 - Community Building / Management",1315,1,0,0,0,3972.8097,20,0.15,3,2
social-creator,"F10 - Apps / Tools",1315,1,0,0,0,3094.1176,20,0.15,1,1
social-creator,"G01 - Tangible Tech",1315,1,0,0,0,2922.2222,9,0.15,5,2
social-creator,"G02 - Spatial Tech",1315,1,0,0,0,3506.6667,11,0.15,4,2
social-creator,"G03 - Digital Billboard",1315,1,0,0,0,3451.4436,7,0.15,2,2
